Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100251,2017-11-04,2017-11-06,Second Class,CUST-6241,Customer 139,Home Office,United States,Boston,Massachusetts,East,PR-25650,Furniture,Tables,Tables Model 526,1202.58,6,0.0,5.9
ORD-100252,2019-10-26,2019-11-01,First Class,CUST-2129,Customer 239,Corporate,United States,Philadelphia,Pennsylvania,East,PR-21322,Technology,Phones,Phones Model 510,733.76,4,0.0,334.46
ORD-100253,2020-02-07,2020-02-11,First Class,CUST-4974,Customer 238,Home Office,United States,Newark,New Jersey,East,PR-35614,Furniture,Bookcases,Bookcases Model 857,411.68,2,0.0,110.6
ORD-100254,2020-01-25,2020-02-01,Second Class,CUST-9872,Customer 178,Corporate,United States,Seattle,Washington,West,PR-96154,Furniture,Chairs,Chairs Model 338,869.34,6,0.05,28.64
ORD-100255,2019-02-10,2019-02-17,Standard Class,CUST-9061,Customer 31,Home Office,United States,Chicago,Illinois,Central,PR-22193,Technology,Accessories,Accessories Model 529,892.5,5,0.0,11.91
ORD-100256,2017-03-31,2017-04-02,Standard Class,CUST-2565,Customer 259,Home Office,United States,Savannah,Georgia,South,PR-19808,Technology,Phones,Phones Model 694,1656.41,7,0.0,427.7
ORD-100257,2020-04-27,2020-05-02,Same Day,CUST-5276,Customer 162,Home Office,United States,Worcester,Massachusetts,East,PR-52762,Office Supplies,Binders,Binders Model 398,176.65,5,0.0,1.42
ORD-100258,2018-10-14,2018-10-18,Second Class,CUST-2785,Customer 80,Consumer,United States,Columbus,Ohio,Central,PR-71086,Office Supplies,Binders,Binders Model 898,54.23,1,0.0,-3.08
ORD-100259,2018-10-06,2018-10-10,Second Class,CUST-5341,Customer 62,Consumer,United States,Newark,New Jersey,East,PR-49874,Furniture,Bookcases,Bookcases Model 574,865.44,6,0.0,189.57
ORD-100260,2020-12-14,2020-12-20,Same Day,CUST-5066,Customer 183,Home Office,United States,Pittsburgh,Pennsylvania,East,PR-98759,Office Supplies,Paper,Paper Model 828,98.34,2,0.0,29.23
ORD-100261,2018-09-05,2018-09-08,Standard Class,CUST-8570,Customer 53,Consumer,United States,San Francisco,California,West,PR-18083,Furniture,Tables,Tables Model 196,864.9,5,0.1,157.78
ORD-100262,2018-04-01,2018-04-03,Second Class,CUST-5240,Customer 39,Consumer,United States,Reno,Nevada,West,PR-94670,Technology,Phones,Phones Model 696,341.42,2,0.0,37.81
ORD-100263,2019-06-28,2019-07-05,Same Day,CUST-1829,Customer 87,Home Office,United States,San Francisco,California,West,PR-75028,Office Supplies,Paper,Paper Model 572,379.12,4,0.0,35.22
ORD-100264,2017-03-02,2017-03-06,Standard Class,CUST-5585,Customer 229,Consumer,United States,Orlando,Florida,South,PR-91156,Office Supplies,Binders,Binders Model 381,106.1,2,0.0,0.73
ORD-100265,2020-06-17,2020-06-19,Same Day,CUST-2437,Customer 144,Consumer,United States,Fort Wayne,Indiana,Central,PR-36143,Technology,Copiers,Copiers Model 162,622.23,3,0.0,129.88
ORD-100266,2020-08-09,2020-08-16,First Class,CUST-9921,Customer 249,Home Office,United States,San Francisco,California,West,PR-52153,Technology,Computers,Computers Model 591,306.24,2,0.0,45.05
ORD-100267,2019-03-07,2019-03-10,Same Day,CUST-5602,Customer 30,Home Office,United States,San Francisco,California,West,PR-86544,Technology,Accessories,Accessories Model 130,640.04,4,0.2,226.05
ORD-100268,2018-04-22,2018-04-24,Standard Class,CUST-1916,Customer 392,Home Office,United States,Harrisburg,Pennsylvania,East,PR-56504,Office Supplies,Labels,Labels Model 646,111.6,3,0.0,7.35
ORD-100269,2017-12-22,2017-12-24,First Class,CUST-1462,Customer 361,Home Office,United States,Eugene,Oregon,West,PR-28625,Technology,Computers,Computers Model 705,851.44,4,0.0,229.3
ORD-100270,2020-02-28,2020-03-01,Standard Class,CUST-1920,Customer 120,Consumer,United States,Atlanta,Georgia,South,PR-72650,Furniture,Chairs,Chairs Model 192,353.52,3,0.0,-15.0
ORD-100271,2017-01-02,2017-01-05,Second Class,CUST-6301,Customer 31,Consumer,United States,Spokane,Washington,West,PR-28566,Technology,Accessories,Accessories Model 921,1404.34,7,0.05,169.7
ORD-100272,2017-08-16,2017-08-23,First Class,CUST-2655,Customer 173,Corporate,United States,Springfield,Illinois,Central,PR-30644,Technology,Copiers,Copiers Model 700,362.3,2,0.0,94.29
ORD-100273,2019-06-14,2019-06-21,First Class,CUST-3872,Customer 194,Home Office,United States,Atlanta,Georgia,South,PR-48602,Technology,Computers,Computers Model 328,469.86,3,0.05,93.51
ORD-100274,2017-09-18,2017-09-20,Standard Class,CUST-6213,Customer 314,Home Office,United States,Worcester,Massachusetts,East,PR-23645,Office Supplies,Binders,Binders Model 716,337.19,7,0.1,14.09
ORD-100275,2019-10-14,2019-10-16,First Class,CUST-2453,Customer 363,Corporate,United States,Chicago,Illinois,Central,PR-44761,Furniture,Bookcases,Bookcases Model 271,543.45,3,0.0,70.94
ORD-100276,2018-03-06,2018-03-08,Same Day,CUST-7323,Customer 225,Consumer,United States,Jersey City,New Jersey,East,PR-74629,Office Supplies,Paper,Paper Model 149,304.4,5,0.0,78.18
ORD-100277,2019-02-15,2019-02-18,Second Class,CUST-8393,Customer 38,Corporate,United States,Dallas,Texas,South,PR-51774,Technology,Accessories,Accessories Model 266,1147.4,5,0.0,304.79
ORD-100278,2018-06-19,2018-06-20,Second Class,CUST-2228,Customer 281,Corporate,United States,Newark,New Jersey,East,PR-90431,Furniture,Tables,Tables Model 849,668.0,5,0.05,18.04
ORD-100279,2019-09-16,2019-09-22,First Class,CUST-1877,Customer 52,Consumer,United States,Worcester,Massachusetts,East,PR-63645,Office Supplies,Art,Art Model 260,83.79,3,0.05,11.17
ORD-100280,2020-11-28,2020-12-03,Same Day,CUST-7437,Customer 293,Consumer,United States,Grand Rapids,Michigan,Central,PR-57294,Office Supplies,Paper,Paper Model 150,355.12,8,0.0,77.62
ORD-100281,2017-01-08,2017-01-12,Standard Class,CUST-2589,Customer 14,Consumer,United States,Paterson,New Jersey,East,PR-48248,Technology,Copiers,Copiers Model 304,235.62,1,0.0,108.14
ORD-100282,2017-06-17,2017-06-21,Same Day,CUST-5341,Customer 47,Consumer,United States,Jersey City,New Jersey,East,PR-59996,Furniture,Furnishings,Furnishings Model 776,632.52,4,0.0,69.84
ORD-100283,2019-01-27,2019-01-29,Second Class,CUST-4706,Customer 138,Consumer,United States,Dallas,Texas,South,PR-97486,Furniture,Furnishings,Furnishings Model 369,736.3,5,0.05,-20.15
ORD-100284,2017-07-18,2017-07-19,Same Day,CUST-7342,Customer 268,Home Office,United States,Evansville,Indiana,Central,PR-72236,Office Supplies,Paper,Paper Model 960,99.12,3,0.0,7.82
ORD-100285,2020-03-18,2020-03-20,Standard Class,CUST-9467,Customer 293,Consumer,United States,Atlanta,Georgia,South,PR-32659,Furniture,Chairs,Chairs Model 614,734.55,5,0.2,119.0
ORD-100286,2017-12-09,2017-12-11,Standard Class,CUST-8133,Customer 104,Home Office,United States,Seattle,Washington,West,PR-51910,Furniture,Chairs,Chairs Model 799,544.24,4,0.0,54.49
ORD-100287,2017-05-18,2017-05-19,Same Day,CUST-8506,Customer 7,Consumer,United States,Greensboro,North Carolina,South,PR-29613,Furniture,Bookcases,Bookcases Model 632,765.12,4,0.0,138.68
ORD-100288,2017-10-31,2017-11-05,Same Day,CUST-9775,Customer 177,Corporate,United States,Rochester,New York,East,PR-95824,Office Supplies,Labels,Labels Model 988,242.58,3,0.1,-2.55
ORD-100289,2019-09-22,2019-09-27,Same Day,CUST-7581,Customer 20,Corporate,United States,Houston,Texas,South,PR-41139,Furniture,Furnishings,Furnishings Model 247,1168.16,8,0.0,-20.39
ORD-100290,2017-04-11,2017-04-17,First Class,CUST-5965,Customer 160,Corporate,United States,Savannah,Georgia,South,PR-99764,Office Supplies,Labels,Labels Model 937,169.7,5,0.0,18.83
ORD-100291,2017-07-21,2017-07-28,Same Day,CUST-6257,Customer 138,Home Office,United States,Spokane,Washington,West,PR-21703,Technology,Copiers,Copiers Model 892,1359.96,6,0.0,200.36
ORD-100292,2018-01-20,2018-01-24,Standard Class,CUST-1920,Customer 264,Consumer,United States,Carson City,Nevada,West,PR-76426,Furniture,Bookcases,Bookcases Model 940,573.2,4,0.0,25.83
ORD-100293,2019-04-07,2019-04-09,Second Class,CUST-1541,Customer 234,Corporate,United States,Philadelphia,Pennsylvania,East,PR-36097,Office Supplies,Paper,Paper Model 355,326.0,4,0.0,10.96
ORD-100294,2018-07-16,2018-07-19,Same Day,CUST-7102,Customer 251,Consumer,United States,Greensboro,North Carolina,South,PR-86923,Office Supplies,Paper,Paper Model 347,504.21,7,0.0,27.77
ORD-100295,2020-02-04,2020-02-07,Second Class,CUST-1449,Customer 198,Consumer,United States,Cleveland,Ohio,Central,PR-38091,Technology,Phones,Phones Model 391,1052.15,5,0.0,332.85
ORD-100296,2018-03-30,2018-04-05,Second Class,CUST-1328,Customer 400,Corporate,United States,Spokane,Washington,West,PR-94852,Technology,Copiers,Copiers Model 625,822.76,4,0.0,246.91
ORD-100297,2017-12-21,2017-12-26,Same Day,CUST-5511,Customer 217,Corporate,United States,Pittsburgh,Pennsylvania,East,PR-43029,Technology,Computers,Computers Model 829,906.28,4,0.0,202.1
ORD-100298,2018-03-23,2018-03-27,First Class,CUST-7131,Customer 288,Corporate,United States,Evansville,Indiana,Central,PR-24169,Office Supplies,Paper,Paper Model 623,105.2,5,0.0,12.94
ORD-100299,2019-09-14,2019-09-15,Standard Class,CUST-5895,Customer 97,Home Office,United States,Lansing,Michigan,Central,PR-17441,Furniture,Bookcases,Bookcases Model 367,1027.81,7,0.0,63.28
ORD-100300,2020-05-13,2020-05-17,Same Day,CUST-5250,Customer 215,Corporate,United States,Cincinnati,Ohio,Central,PR-14629,Office Supplies,Art,Art Model 402,74.24,2,0.2,3.01
ORD-100301,2020-04-09,2020-04-15,Same Day,CUST-9759,Customer 327,Home Office,United States,Eugene,Oregon,West,PR-76494,Technology,Accessories,Accessories Model 802,464.58,3,0.0,128.23
ORD-100302,2018-09-07,2018-09-14,Standard Class,CUST-5237,Customer 372,Home Office,United States,Spokane,Washington,West,PR-95778,Office Supplies,Art,Art Model 231,165.06,2,0.0,10.27
ORD-100303,2017-07-02,2017-07-04,First Class,CUST-6428,Customer 191,Home Office,United States,Cincinnati,Ohio,Central,PR-70786,Furniture,Furnishings,Furnishings Model 907,617.05,5,0.0,65.94
ORD-100304,2017-08-30,2017-09-03,First Class,CUST-7253,Customer 272,Corporate,United States,Buffalo,New York,East,PR-29762,Office Supplies,Paper,Paper Model 988,172.5,6,0.0,-5.41
ORD-100305,2017-10-09,2017-10-11,Second Class,CUST-3954,Customer 399,Corporate,United States,Evansville,Indiana,Central,PR-92710,Furniture,Tables,Tables Model 423,926.1,6,0.0,17.15
ORD-100306,2017-12-29,2018-01-01,Standard Class,CUST-3762,Customer 296,Corporate,United States,Buffalo,New York,East,PR-26961,Furniture,Tables,Tables Model 879,170.9,2,0.0,1.38
ORD-100307,2020-06-12,2020-06-16,Standard Class,CUST-1618,Customer 274,Home Office,United States,Raleigh,North Carolina,South,PR-11845,Furniture,Furnishings,Furnishings Model 104,429.75,3,0.1,5.8
ORD-100308,2018-10-22,2018-10-29,Standard Class,CUST-6641,Customer 160,Consumer,United States,San Diego,California,West,PR-75973,Office Supplies,Binders,Binders Model 331,356.25,5,0.0,51.06
ORD-100309,2020-04-20,2020-04-23,First Class,CUST-9524,Customer 306,Corporate,United States,Los Angeles,California,West,PR-27536,Furniture,Bookcases,Bookcases Model 566,578.45,5,0.0,52.56
ORD-100310,2018-12-03,2018-12-07,Standard Class,CUST-4675,Customer 373,Consumer,United States,Columbus,Ohio,Central,PR-12872,Furniture,Chairs,Chairs Model 333,364.88,4,0.0,55.92
ORD-100311,2020-04-22,2020-04-27,Second Class,CUST-5190,Customer 395,Home Office,United States,San Francisco,California,West,PR-96765,Technology,Phones,Phones Model 484,1380.12,6,0.0,183.47
ORD-100312,2017-08-10,2017-08-16,First Class,CUST-7230,Customer 64,Corporate,United States,Rochester,New York,East,PR-30070,Office Supplies,Art,Art Model 554,623.91,7,0.0,-28.86
ORD-100313,2018-02-25,2018-03-03,Standard Class,CUST-9524,Customer 139,Corporate,United States,Jersey City,New Jersey,East,PR-77054,Technology,Phones,Phones Model 778,500.49,3,0.05,84.87
ORD-100314,2020-06-19,2020-06-20,First Class,CUST-4272,Customer 399,Home Office,United States,Chicago,Illinois,Central,PR-56913,Furniture,Tables,Tables Model 723,567.93,3,0.0,124.7
ORD-100315,2020-12-11,2020-12-15,Standard Class,CUST-8875,Customer 170,Consumer,United States,Columbus,Ohio,Central,PR-98032,Technology,Copiers,Copiers Model 312,466.62,2,0.0,38.1
ORD-100316,2017-07-02,2017-07-03,Standard Class,CUST-2659,Customer 132,Corporate,United States,Miami,Florida,South,PR-44619,Technology,Phones,Phones Model 840,702.84,4,0.0,170.37
ORD-100317,2019-08-09,2019-08-10,Second Class,CUST-6123,Customer 219,Consumer,United States,Philadelphia,Pennsylvania,East,PR-11267,Furniture,Bookcases,Bookcases Model 920,166.39,1,0.0,13.42
ORD-100318,2017-10-11,2017-10-17,First Class,CUST-2522,Customer 191,Consumer,United States,Salem,Oregon,West,PR-62530,Furniture,Bookcases,Bookcases Model 999,147.35,1,0.0,6.34
ORD-100319,2019-03-31,2019-04-04,Standard Class,CUST-3732,Customer 58,Home Office,United States,Evansville,Indiana,Central,PR-17686,Furniture,Furnishings,Furnishings Model 764,142.24,1,0.0,34.12
ORD-100320,2017-11-23,2017-11-24,First Class,CUST-7221,Customer 399,Home Office,United States,Greensboro,North Carolina,South,PR-99714,Technology,Copiers,Copiers Model 285,828.76,4,0.05,228.63
ORD-100321,2017-09-25,2017-09-29,First Class,CUST-5286,Customer 336,Consumer,United States,Dallas,Texas,South,PR-98857,Furniture,Chairs,Chairs Model 164,829.35,5,0.0,-20.55
ORD-100322,2019-12-11,2019-12-18,First Class,CUST-5072,Customer 247,Home Office,United States,Eugene,Oregon,West,PR-94070,Technology,Phones,Phones Model 543,1058.22,6,0.0,145.94
ORD-100323,2019-02-28,2019-03-02,Second Class,CUST-9123,Customer 85,Corporate,United States,Rochester,New York,East,PR-41574,Office Supplies,Art,Art Model 972,89.1,5,0.0,12.82
ORD-100324,2018-11-09,2018-11-12,Same Day,CUST-4850,Customer 41,Corporate,United States,Harrisburg,Pennsylvania,East,PR-68733,Technology,Copiers,Copiers Model 512,1141.77,7,0.0,285.07
ORD-100325,2017-06-30,2017-07-07,Same Day,CUST-1291,Customer 53,Corporate,United States,Raleigh,North Carolina,South,PR-83024,Office Supplies,Art,Art Model 863,129.33,1,0.0,-3.92
ORD-100326,2020-01-30,2020-01-31,First Class,CUST-8474,Customer 175,Consumer,United States,Paterson,New Jersey,East,PR-69566,Technology,Accessories,Accessories Model 770,1134.9,6,0.05,245.83
ORD-100327,2018-11-11,2018-11-16,First Class,CUST-4633,Customer 2,Corporate,United States,Augusta,Georgia,South,PR-48270,Furniture,Chairs,Chairs Model 199,645.24,4,0.0,49.73
ORD-100328,2020-01-27,2020-02-01,First Class,CUST-7704,Customer 55,Home Office,United States,Chicago,Illinois,Central,PR-34581,Office Supplies,Art,Art Model 243,160.65,5,0.0,41.36
ORD-100329,2017-09-05,2017-09-12,Second Class,CUST-7790,Customer 24,Corporate,United States,Orlando,Florida,South,PR-96305,Office Supplies,Labels,Labels Model 210,679.76,8,0.05,64.29
ORD-100330,2020-04-21,2020-04-26,Same Day,CUST-8091,Customer 300,Home Office,United States,Las Vegas,Nevada,West,PR-85832,Technology,Phones,Phones Model 666,810.0,3,0.1,159.82
ORD-100331,2017-12-22,2017-12-28,Standard Class,CUST-7302,Customer 215,Corporate,United States,San Francisco,California,West,PR-54939,Technology,Computers,Computers Model 616,258.71,1,0.0,45.5
ORD-100332,2018-08-26,2018-08-30,Standard Class,CUST-9975,Customer 161,Consumer,United States,Spokane,Washington,West,PR-91810,Technology,Computers,Computers Model 963,703.08,3,0.0,103.24
ORD-100333,2018-08-19,2018-08-25,First Class,CUST-9888,Customer 356,Home Office,United States,Cincinnati,Ohio,Central,PR-56168,Technology,Accessories,Accessories Model 615,551.79,3,0.0,157.63
ORD-100334,2020-02-26,2020-03-01,Second Class,CUST-7240,Customer 75,Home Office,United States,Savannah,Georgia,South,PR-36201,Office Supplies,Paper,Paper Model 125,354.55,5,0.05,80.25
ORD-100335,2018-07-01,2018-07-08,First Class,CUST-2016,Customer 354,Consumer,United States,Eugene,Oregon,West,PR-14234,Furniture,Tables,Tables Model 959,376.17,3,0.0,29.19
ORD-100336,2019-01-05,2019-01-12,First Class,CUST-7371,Customer 122,Home Office,United States,Austin,Texas,South,PR-16157,Technology,Accessories,Accessories Model 860,352.46,2,0.05,56.66
ORD-100337,2019-02-21,2019-02-25,Same Day,CUST-5117,Customer 104,Consumer,United States,Augusta,Georgia,South,PR-94886,Office Supplies,Paper,Paper Model 861,144.4,4,0.0,14.16
ORD-100338,2019-01-24,2019-01-31,Standard Class,CUST-2220,Customer 96,Home Office,United States,Spokane,Washington,West,PR-25643,Furniture,Tables,Tables Model 799,435.48,3,0.0,3.94
ORD-100339,2019-02-12,2019-02-13,First Class,CUST-5178,Customer 3,Corporate,United States,Augusta,Georgia,South,PR-30290,Furniture,Tables,Tables Model 264,699.52,4,0.0,42.4
ORD-100340,2017-03-23,2017-03-25,First Class,CUST-6866,Customer 38,Home Office,United States,Peoria,Illinois,Central,PR-34100,Technology,Computers,Computers Model 602,1204.1,5,0.0,83.22
ORD-100341,2019-12-03,2019-12-04,Standard Class,CUST-6724,Customer 114,Home Office,United States,Carson City,Nevada,West,PR-53393,Technology,Copiers,Copiers Model 194,1001.04,6,0.0,278.51
ORD-100342,2019-01-09,2019-01-12,Standard Class,CUST-6668,Customer 229,Home Office,United States,Carson City,Nevada,West,PR-91412,Technology,Phones,Phones Model 217,889.2,5,0.0,256.97
ORD-100343,2018-05-15,2018-05-16,First Class,CUST-5633,Customer 13,Home Office,United States,Indianapolis,Indiana,Central,PR-68400,Furniture,Bookcases,Bookcases Model 653,268.56,2,0.0,25.58
ORD-100344,2019-09-24,2019-09-25,Second Class,CUST-3742,Customer 396,Home Office,United States,Cleveland,Ohio,Central,PR-37627,Technology,Phones,Phones Model 198,362.42,2,0.0,73.04
ORD-100345,2020-10-04,2020-10-10,Standard Class,CUST-2181,Customer 383,Consumer,United States,Las Vegas,Nevada,West,PR-53478,Office Supplies,Art,Art Model 762,149.5,2,0.0,4.98
ORD-100346,2017-03-19,2017-03-20,Same Day,CUST-4729,Customer 133,Corporate,United States,New York City,New York,East,PR-92603,Furniture,Chairs,Chairs Model 688,343.72,2,0.0,10.72
ORD-100347,2019-04-09,2019-04-13,Second Class,CUST-1096,Customer 329,Home Office,United States,Springfield,Illinois,Central,PR-15965,Technology,Phones,Phones Model 647,1386.21,7,0.0,551.95
ORD-100348,2020-12-06,2020-12-13,Second Class,CUST-5937,Customer 311,Corporate,United States,Paterson,New Jersey,East,PR-59992,Office Supplies,Labels,Labels Model 905,197.01,3,0.0,7.56
ORD-100349,2019-03-21,2019-03-28,First Class,CUST-7406,Customer 280,Home Office,United States,Boston,Massachusetts,East,PR-49066,Technology,Accessories,Accessories Model 239,1310.82,6,0.0,419.97
ORD-100350,2020-10-19,2020-10-26,Same Day,CUST-1684,Customer 3,Home Office,United States,Peoria,Illinois,Central,PR-21157,Technology,Accessories,Accessories Model 226,917.4,5,0.0,71.49
ORD-100351,2018-09-17,2018-09-19,First Class,CUST-4014,Customer 114,Consumer,United States,Cleveland,Ohio,Central,PR-33770,Technology,Accessories,Accessories Model 264,474.1,2,0.05,75.66
ORD-100352,2020-10-06,2020-10-13,Second Class,CUST-2103,Customer 129,Consumer,United States,Worcester,Massachusetts,East,PR-86099,Technology,Phones,Phones Model 397,1145.65,5,0.0,412.69
ORD-100353,2019-09-25,2019-09-28,Second Class,CUST-5671,Customer 318,Consumer,United States,Cincinnati,Ohio,Central,PR-73682,Technology,Accessories,Accessories Model 202,657.28,4,0.0,239.43
ORD-100354,2019-07-12,2019-07-15,Standard Class,CUST-6182,Customer 220,Consumer,United States,Cincinnati,Ohio,Central,PR-42266,Technology,Computers,Computers Model 927,590.72,4,0.05,118.92
ORD-100355,2018-03-30,2018-04-05,Same Day,CUST-8863,Customer 237,Corporate,United States,Savannah,Georgia,South,PR-73828,Office Supplies,Labels,Labels Model 998,14.24,1,0.0,0.09
ORD-100356,2020-02-04,2020-02-05,Second Class,CUST-2252,Customer 373,Consumer,United States,San Francisco,California,West,PR-92788,Office Supplies,Binders,Binders Model 369,220.11,3,0.0,-26.63
ORD-100357,2017-03-05,2017-03-12,Standard Class,CUST-9842,Customer 242,Corporate,United States,Miami,Florida,South,PR-39269,Technology,Computers,Computers Model 656,216.14,1,0.0,42.33
ORD-100358,2020-04-22,2020-04-28,Second Class,CUST-6961,Customer 258,Home Office,United States,Cleveland,Ohio,Central,PR-90482,Technology,Phones,Phones Model 506,1350.09,7,0.0,295.97
ORD-100359,2020-11-02,2020-11-04,Second Class,CUST-8921,Customer 184,Consumer,United States,Las Vegas,Nevada,West,PR-40375,Office Supplies,Binders,Binders Model 853,79.43,1,0.0,3.64
ORD-100360,2017-05-09,2017-05-12,Same Day,CUST-6918,Customer 199,Corporate,United States,Columbus,Ohio,Central,PR-15230,Technology,Accessories,Accessories Model 630,688.98,3,0.2,35.75
ORD-100361,2020-08-21,2020-08-24,Second Class,CUST-7201,Customer 188,Home Office,United States,Paterson,New Jersey,East,PR-59326,Furniture,Tables,Tables Model 485,310.4,2,0.05,30.78
ORD-100362,2018-04-02,2018-04-07,Standard Class,CUST-1108,Customer 257,Corporate,United States,Savannah,Georgia,South,PR-40145,Furniture,Furnishings,Furnishings Model 718,510.84,4,0.0,0.15
ORD-100363,2017-06-07,2017-06-12,Standard Class,CUST-2938,Customer 339,Corporate,United States,Columbus,Ohio,Central,PR-24855,Office Supplies,Binders,Binders Model 470,198.33,3,0.0,24.82
ORD-100364,2019-09-14,2019-09-20,Standard Class,CUST-7732,Customer 12,Consumer,United States,Charlotte,North Carolina,South,PR-85168,Technology,Accessories,Accessories Model 762,630.48,3,0.05,60.24
ORD-100365,2020-04-28,2020-04-30,Same Day,CUST-5231,Customer 93,Home Office,United States,San Diego,California,West,PR-93574,Office Supplies,Paper,Paper Model 270,389.68,4,0.0,7.21
ORD-100366,2017-02-08,2017-02-14,Standard Class,CUST-8891,Customer 88,Corporate,United States,Chicago,Illinois,Central,PR-28705,Furniture,Furnishings,Furnishings Model 988,639.6,4,0.0,90.82
ORD-100367,2020-04-08,2020-04-15,Same Day,CUST-2127,Customer 118,Corporate,United States,Portland,Oregon,West,PR-24230,Technology,Computers,Computers Model 564,349.9,2,0.0,143.09
ORD-100368,2017-02-03,2017-02-05,Second Class,CUST-1639,Customer 273,Consumer,United States,Tampa,Florida,South,PR-96427,Office Supplies,Binders,Binders Model 587,221.5,5,0.05,17.73
ORD-100369,2017-09-24,2017-09-29,Same Day,CUST-1711,Customer 358,Consumer,United States,Worcester,Massachusetts,East,PR-59969,Furniture,Bookcases,Bookcases Model 995,575.92,4,0.0,-24.89
ORD-100370,2018-12-19,2018-12-24,First Class,CUST-4809,Customer 43,Home Office,United States,Boston,Massachusetts,East,PR-63562,Furniture,Furnishings,Furnishings Model 884,274.24,2,0.1,34.27
ORD-100371,2018-06-12,2018-06-14,Standard Class,CUST-1117,Customer 193,Home Office,United States,Rochester,New York,East,PR-63588,Technology,Phones,Phones Model 632,1825.11,7,0.0,116.23
ORD-100372,2019-01-12,2019-01-13,First Class,CUST-9783,Customer 217,Home Office,United States,Carson City,Nevada,West,PR-99208,Technology,Computers,Computers Model 367,1579.6,8,0.0,119.52
ORD-100373,2019-03-25,2019-04-01,Same Day,CUST-7065,Customer 287,Corporate,United States,Carson City,Nevada,West,PR-85713,Technology,Copiers,Copiers Model 283,978.08,4,0.0,230.4
ORD-100374,2018-12-07,2018-12-14,Standard Class,CUST-3650,Customer 52,Home Office,United States,Tampa,Florida,South,PR-54359,Office Supplies,Binders,Binders Model 557,12.49,1,0.0,2.25
ORD-100375,2020-02-02,2020-02-07,Same Day,CUST-2492,Customer 75,Home Office,United States,Pittsburgh,Pennsylvania,East,PR-21552,Technology,Phones,Phones Model 923,797.64,4,0.0,120.72
ORD-100376,2017-05-12,2017-05-15,First Class,CUST-7296,Customer 206,Home Office,United States,Portland,Oregon,West,PR-17531,Technology,Phones,Phones Model 841,444.66,2,0.2,64.7
ORD-100377,2017-12-25,2017-12-31,Standard Class,CUST-1550,Customer 307,Home Office,United States,Charlotte,North Carolina,South,PR-98345,Office Supplies,Labels,Labels Model 299,30.52,1,0.0,7.7
ORD-100378,2017-03-15,2017-03-18,Same Day,CUST-7544,Customer 181,Corporate,United States,Los Angeles,California,West,PR-36255,Office Supplies,Labels,Labels Model 898,6.3,7,0.0,1.32
ORD-100379,2019-11-27,2019-11-28,Standard Class,CUST-5530,Customer 116,Corporate,United States,Rochester,New York,East,PR-85354,Furniture,Bookcases,Bookcases Model 455,208.42,2,0.0,17.35
ORD-100380,2017-01-10,2017-01-13,Second Class,CUST-5821,Customer 175,Home Office,United States,Carson City,Nevada,West,PR-80504,Office Supplies,Paper,Paper Model 615,56.42,1,0.0,5.7
ORD-100381,2020-03-23,2020-03-26,Same Day,CUST-6565,Customer 398,Home Office,United States,Greensboro,North Carolina,South,PR-86916,Furniture,Tables,Tables Model 875,1213.66,7,0.1,55.64
ORD-100382,2017-02-26,2017-03-02,Same Day,CUST-4767,Customer 162,Corporate,United States,Newark,New Jersey,East,PR-80208,Furniture,Tables,Tables Model 793,674.58,6,0.0,78.5
ORD-100383,2017-01-20,2017-01-26,Standard Class,CUST-6603,Customer 39,Corporate,United States,Cleveland,Ohio,Central,PR-56338,Office Supplies,Art,Art Model 789,-54.39,3,0.05,-7.23
ORD-100384,2018-03-24,2018-03-29,Standard Class,CUST-4271,Customer 121,Corporate,United States,Cincinnati,Ohio,Central,PR-40042,Technology,Accessories,Accessories Model 610,1219.68,6,0.0,372.31
ORD-100385,2018-02-20,2018-02-27,Second Class,CUST-9071,Customer 315,Home Office,United States,Portland,Oregon,West,PR-73214,Office Supplies,Paper,Paper Model 180,120.86,2,0.0,8.61
ORD-100386,2019-01-31,2019-02-05,Same Day,CUST-9374,Customer 144,Consumer,United States,Evansville,Indiana,Central,PR-26809,Furniture,Furnishings,Furnishings Model 287,352.14,3,0.0,-10.07
ORD-100387,2017-04-21,2017-04-26,Second Class,CUST-3863,Customer 235,Home Office,United States,Greensboro,North Carolina,South,PR-70302,Office Supplies,Labels,Labels Model 503,70.38,1,0.0,0.36
ORD-100388,2018-10-09,2018-10-15,First Class,CUST-2650,Customer 167,Home Office,United States,Rochester,New York,East,PR-34530,Office Supplies,Art,Art Model 694,303.64,4,0.0,54.04
ORD-100389,2020-01-29,2020-02-01,Same Day,CUST-4013,Customer 256,Consumer,United States,Salem,Oregon,West,PR-58799,Technology,Computers,Computers Model 474,1274.35,7,0.0,284.0
ORD-100390,2019-01-18,2019-01-25,First Class,CUST-4744,Customer 52,Consumer,United States,Savannah,Georgia,South,PR-66651,Office Supplies,Binders,Binders Model 689,417.06,6,0.0,-12.64
ORD-100391,2019-02-20,2019-02-22,First Class,CUST-9185,Customer 69,Corporate,United States,Spokane,Washington,West,PR-42895,Office Supplies,Binders,Binders Model 531,-37.12,4,0.1,-4.53
